bike1,464,555,9,0,2,0,1,4.2632,0.42105,2.6842,0.60526
bike2,48,88,37,11,1.1818,0,1,1.8182,0.36364,1.4615,1
bike3,15,112,17,0,1.7,0,1,3,0.5,3.9412,0.35294
bird1_1,5,60,0,19,0.40244,0,1,1.1707,0.2439,1.7879,0.12121
bird1_2,13,183,0,38,0.37143,0,1,1.3571,0.18571,3.6923,0.69231
bird1_3,3,157,0,128,0.3012,0,1,1,0.10843,3.36,0.56
boat1,257,42,1,0,2.0581,1,0,1,0.46452,1,0.40752
boat2,251,0,15,0,1.2,1,0,1.8455,1,1.2273,0.94697
boat3,297,0,3,0,1.0312,1,0,2.4453,0.74219,1.1742,0.62121
boat4,170,12,2,0,0.86316,1,0,2.5789,1,1.2683,0.97561
boat5,30,138,0,0,0.69149,0,1,0.94681,0.30851,0.93846,0.68462
boat6,87,174,7,0,0.59259,0,1,16.0741,1,16.6875,0.9375
boat7,65,110,3,0,0.44848,0,1,1.5091,0.38788,1.2568,0.83784
boat8,0,225,3,0,0.47059,0,1,18.4118,0.82353,19.625,1
boat9,263,202,1,0,1.0111,1,0,1.5111,0.15556,2,0.14286
building1,7,145,4,0,2.125,0,1,1.0625,0.8125,1.1029,0.98529
building2,53,122,17,0,1.6207,0,1,2.1379,1,2.3404,1
building3,20,250,6,0,1.2414,0,1,1,0.55172,1,0.72222
building4,251,6,5,0,0.57333,1,0,1.32,1,1.1395,1
building5,3,0,157,0,2.8182,1,0,1.0909,1,1.0645,1
car10,70,363,35,0,0.82609,0,1,1,0.73913,1.1316,0.47368
car11,79,21,1,11,0.64706,1,0,2,0.76471,1.4545,0.90909
car12,88,48,1,29,0.77273,1,0,5.8182,0.45455,3.2353,0.58824
car13,53,73,12,0,0.6,0,1,1.1333,0.53333,1.3333,0.66667
car14,322,91,4,25,1.5814,1,0,1.2093,0.30233,1.1176,0.13235
car15,151,4,1,0,0.63636,1,0,2,1,1.7143,0.57143
car16_1,79,45,14,0,0.72727,1,0,29.8636,1,25.75,0.9375
car16_2,252,272,2,0,0.75,0,1,3.25,0.35714,2.8333,0.45238
car17,246,99,7,0,0.61111,1,0,12.4444,0.94444,15.6364,0.90909
car18,128,269,5,0,0.45038,0,1,3.2214,0.46565,3.6271,0.67797
car1_1,248,0,2,0,1.2899,1,0,1.029,0.37681,1,0.34831
car1_2,238,42,5,7,1.1071,1,0,1.7857,0.71429,1.0645,0.58065
car1_3,10,263,1,60,0.48837,0,1,1.6512,0.30233,2.8095,0.66667
car1_s,476,15,0,0,1.2651,1,0,1.0326,0.13488,1.0331,0.088235
car2,0,433,4,3,0.58333,0,1,1.1389,0.38889,2.1429,0.61905
car2_s,25,81,0,0,0.87611,0,1,0.95575,0.39823,1.0202,0.52525
car3,560,2,10,0,2.5625,1,0,2.25,0.875,1.3902,0.58537
car3_s,397,36,0,0,0.93191,1,0,1.0255,0.053191,1.0137,0.045662
car4,102,339,7,0,1.8,0,1,1.52,0.96,1.6444,0.26667
car4_s,241,35,0,0,1.202,1,0,1.3892,0.19704,1.1189,0.15164
car5,212,34,2,0,1.1117,1,0,1.016,0.54255,1.0239,0.43541
car6_1,40,117,5,0,0.72593,0,1,1.5111,1,2.2551,1
car6_2,233,207,0,0,1.0396,1,0,1.9703,0.46535,2.2,0.2
car6_3,366,15,1,0,2.2474,1,0,1.2371,0.46392,1.0688,0.21101
car6_4,98,193,33,0,1,0,1,3.7826,0.97826,2.9783,0.95652
car6_5,238,74,0,0,1.4362,1,0,2.8298,1,2.2444,0.68889
car7,116,205,0,23,1.1,0,1,2.7,0.725,2.0455,0.34091
car8_1,237,214,1,0,1.0777,1,0,2.3689,0.63107,2.4324,0.54955
car8_2,241,165,0,0,0.85897,1,0,1.3718,0.53205,1.4776,0.58209
car9,583,43,0,0,1.7071,1,0,1,0.26263,0.97041,0.017751
group1_1,64,378,2,0,2.6098,0,1,1.122,0.53659,1.0841,0.37383
group1_2,35,359,0,0,2.6452,0,1,1.0323,0.64516,1.2683,0.40244
group1_3,167,299,4,0,3.3214,0,1,1.2143,0.39286,1.172,0.25806
group1_4,210,106,0,0,3.5714,1,0,1.3214,0.60714,1.1,0.27
group2_1,280,1,0,21,2.8636,1,0,2,0.86364,1.0952,0.46032
group2_2,64,211,8,5,1.9677,0,1,1.3871,0.54839,1.3443,0.47541
group2_3,27,235,2,40,1.6296,0,1,1.1852,0.33333,1.5227,0.43182
group3_1,11,504,7,0,3.5556,0,1,1.1111,0.22222,1.1875,0.57812
group3_2,258,114,1,47,4.2667,1,0,1.6,0.4,1.3281,0.32812
group3_3,276,231,7,0,4.2632,1,0,2.2105,0.73684,1.0988,0.48148
