Animal1,48,97,1,0,1.0462,0,1,1.1077,0.29231,1.0588,0.17647
Animal2,142,5,1,0,1.871,1,0,1.129,0.67742,1.0862,0.22414
Animal3,204,100,4,0,1,1,0,2.24,0.64,2.64,0.52
Animal4,78,88,0,0,1.0714,0,1,1.3857,0.54286,1.4933,0.50667
BMX2,137,22,0,0,1.7549,1,0,1.1765,0.42157,0.9162,0.26257
BMX3,71,49,0,0,1.3557,1,0,2.0872,0.26174,1.3218,0.23762
BMX4,286,77,0,0,1.6084,1,0,1.2867,0.26573,0.97391,0.11304
BMX5,274,2,0,0,1.8958,1,0,3.0625,0.75,1.2308,0.20879
Basketball,169,218,39,0,2,0,1,1.3333,0.61905,1.1905,0.71429
Car2,69,4,0,0,1.4737,1,0,1.5263,0.94737,1,0.78571
Car4,208,6,2,0,1.6333,1,0,1,0.31667,1,0.18367
Car5,2,69,12,0,0.66667,0,1,1.1667,0.95833,1.5938,1
Car6,29,332,19,0,0.58537,0,1,3.561,0,6.2083,0
Car8,263,54,1,0,0.85841,1,0,2.1947,0.46018,1.8969,0.45361
ChasingDrones,36,175,0,0,0.72727,0,1,1.1273,0.41818,1.35,0.525
Girl1,6,203,8,0,2,0,1,1.027,0.64865,1.2162,0.66216
Girl2,589,35,1,0,2.7059,1,0,1.4118,0.64706,1.0217,0.52174
Gull1,83,35,1,0,0.71429,1,0,1.1818,0.46753,1.3273,0.43636
Gull2,201,35,0,0,0.82759,1,0,2.4828,0.93103,2.0833,0.66667
Horse1,141,7,0,0,1.8085,1,0,1.234,0.70213,1.0118,0.34118
Horse2,89,31,5,0,2,1,0,1.7714,0.68571,1.0286,0.54286
Kiting,124,4,0,0,1.8529,1,0,1.5294,0.91176,1.0159,0.42857
ManRunning1,467,151,0,0,2.1029,1,0,2.7353,0.64706,1.7552,0.79021
ManRunning2,2,257,0,0,1.5625,0,1,1.0417,0.42708,1.66,0.7
Motor1,74,3,0,0,1.6333,1,0,4.5333,0.73333,3.0408,0.46939
Motor2,48,19,0,0,2.38,1,0,2.62,1.16,2.5378,1
MountainBike1,104,1,3,0,2.7895,1,0,2.3158,1,1.5472,0.75472
MountainBike5,52,52,2,0,1.0769,1,0,1.4154,0.81538,1.3429,0.75714
MountainBike6,39,41,0,0,0.86792,0,1,1.3585,0.81132,1.4565,0.78261
Paragliding3,207,2,1,0,1.3333,1,0,1.9259,0.92593,1.6111,0.83333
